JobID,Network Id,Existing 035a,Incoming 035a,Action
CEF_1012688_1748084545832::bib::1001122,994538620405151,11187575,11187575,match
CEF_1012688_1748084545832::bib::1002414,991757329105151,12086511,12086511,match
CEF_1012688_1748084545832::bib::1003567,991824890405151,71368904,71368904,match
CEF_1012688_1748084545832::bib::100371,994538621805151,81252738,81252738,match
CEF_1012688_1748084545832::bib::1004404,992472752505151,9878046,9878046,match
CEF_1012688_1748084545832::bib::1006016,992867297205151,313629966,313629966,match
CEF_1012688_1748084545832::bib::1007302,991867076105151,10696852,10696852,match
CEF_1012688_1748084545832::bib::1008439,991601454305151,6096010,6096010,match
CEF_1012688_1748084545832::bib::1010966,992305419805151,141842319,141842319,match
CEF_1012688_1748084545832::bib::1011939,992363216805151,137325292,137325292,match
CEF_1012688_1748084545832::bib::1013118,991576886005151,11621599,11621599,match
CEF_1012688_1748084545832::bib::1014145,992884110805151,1044250884,1056457557,match
CEF_1012688_1748084545832::bib::1016102,992859391005151,10923580,10923580,match
CEF_1012688_1748084545832::bib::1017061,992109411005151,10996004,10996004,match
CEF_1012688_1748084545832::bib::1018577,991710102905151,12137906,12137906,match
CEF_1012688_1748084545832::bib::1020593,992877281805151,1044282895,1036052412,match
CEF_1012688_1748084545832::bib::1022592,992849602805151,692539108,692539108,match
CEF_1012688_1748084545832::bib::1025994,991827114805151,173807193,1520929291,create
CEF_1012688_1748084545832::bib::1028309,992877640605151,1044565118,1044565118,match
CEF_1012688_1748084545832::bib::1032952,994282507205151,7090235,7090235,match
CEF_1012688_1748084545832::bib::1034670,992857525005151,456178398,456178398,match
CEF_1012688_1748084545832::bib::103541,994538621705151,32039292,32039292,match
CEF_1012688_1748084545832::bib::1036241,992194333305151,164108739,1083319075,match
CEF_1012688_1748084545832::bib::1037860,992303982305151,555653955,555653955,match
CEF_1012688_1748084545832::bib::1038557,992872893805151,678680396,122280999,match
CEF_1012688_1748084545832::bib::1040478,991662857005151,56922271,56922271,match
CEF_1012688_1748084545832::bib::1041299,992851977005151,4926962,4926962,match
CEF_1012688_1748084545832::bib::1043459,992880725705151,223524671,223524671,match
CEF_1012688_1748084545832::bib::1045151,992860206405151,15701260,15701260,match
CEF_1012688_1748084545832::bib::1046955,992863338505151,1044085106,1044085106,match
CEF_1012688_1748084545832::bib::1048587,992859536605151,972876242,972876242,match
CEF_1012688_1748084545832::bib::1051513,992885461305151,156911840,156911840,match
CEF_1012688_1748084545832::bib::1052369,992450826005151,11158095,11158095,match
CEF_1012688_1748084545832::bib::1053253,992323564605151,15907871,15907871,match
CEF_1012688_1748084545832::bib::1054303,991633029005151,10850380,10850380,match
CEF_1012688_1748084545832::bib::1055158,991489676305151,15953692,15953692,match
CEF_1012688_1748084545832::bib::1056561,992867578005151,461277025,461277025,match
CEF_1012688_1748084545832::bib::105793,994538621605151,33418005,33418005,match
CEF_1012688_1748084545832::bib::1058703,992865178605151,40484490,40484490,match
CEF_1012688_1748084545832::bib::1060382,992870354405151,606770152,606770152,match
CEF_1012688_1748084545832::bib::1061834,992875576605151,1027571071,531098294,match
CEF_1012688_1748084545832::bib::1062914,992412989305151,10687564,10687564,match
CEF_1012688_1748084545832::bib::1063995,991421899605151,81252738,81252738,match
CEF_1012688_1748084545832::bib::1064787,991923965405151,6222310,6222310,match
CEF_1012688_1748084545832::bib::1066855,992872861205151,556202983,556202983,match
CEF_1012688_1748084545832::bib::1067694,992886505205151,5263776,5263776,match
CEF_1012688_1748084545832::bib::1068405,992865445805151,60071071,60071071,match
CEF_1012688_1748084545832::bib::1069142,992209723605151,50500172,50500172,match
CEF_1012688_1748084545832::bib::1069938,991871465505151,53019602,53019602,match
CEF_1012688_1748084545832::bib::1071510,992860632705151,145296267,145296267,match
CEF_1012688_1748084545832::bib::1073130,992881446305151,1019325539,55641605,match
CEF_1012688_1748084545832::bib::1073797,992884606105151,1007608480,1007608480,match
CEF_1012688_1748084545832::bib::107488,994538621505151,6285124,6285124,match
CEF_1012688_1748084545832::bib::1075066,992872680305151,1044218765,1044218765,match
CEF_1012688_1748084545832::bib::1076543,992851772605151,83137713,83137713,match
CEF_1012688_1748084545832::bib::1077518,992222175805151,10100642,10100642,match
CEF_1012688_1748084545832::bib::1078476,991575528205151,9324154,9324154,match
CEF_1012688_1748084545832::bib::1079908,991998453705151,7775314,7775314,match
CEF_1012688_1748084545832::bib::1080635,992884605005151,3632948,3632948,match
CEF_1012688_1748084545832::bib::1082081,992849283605151,35026864,35026864,match
CEF_1012688_1748084545832::bib::1083585,992884162505151,32666849,32666849,match
CEF_1012688_1748084545832::bib::1085183,992871819205151,37682591,37682591,match
CEF_1012688_1748084545832::bib::1086682,991794524005151,10099636,10099636,match
CEF_1012688_1748084545832::bib::1088973,992197723805151,76871390,76871390,match
CEF_1012688_1748084545832::bib::1093710,992476947605151,70284374,70284374,match
CEF_1012688_1748084545832::bib::109440,994538621305151,1006258336,1006258336,match
CEF_1012688_1748084545832::bib::1095947,991447490205151,66527110,66527110,match
CEF_1012688_1748084545832::bib::1097074,992489691105151,10322922,10322922,match
CEF_1012688_1748084545832::bib::1099335,992875643205151,563860215,563860215,match
CEF_1012688_1748084545832::bib::1100916,992856040505151,1044271594,1056480371,match
CEF_1012688_1748084545832::bib::1109555,994509768505151,468102791,468102791,match
CEF_1012688_1748084545832::bib::1110384,992885754005151,361352,361352,match
CEF_1012688_1748084545832::bib::1111722,991991601305151,255900452,255900452,match
CEF_1012688_1748084545832::bib::111173,994538620605151,35932804,35932804,match
CEF_1012688_1748084545832::bib::1117714,994509767005151,63396712,63396712,match
CEF_1012688_1748084545832::bib::1119028,992879410605151,276567263,276567263,match
CEF_1012688_1748084545832::bib::1120305,991773393405151,9831853,9831853,match
CEF_1012688_1748084545832::bib::1123361,992882272905151,59881977,59881977,match
CEF_1012688_1748084545832::bib::1124708,991578970205151,68373412,68373412,match
CEF_1012688_1748084545832::bib::1127692,991702800505151,435873127,435873127,match
CEF_1012688_1748084545832::bib::1128993,992152135805151,10429182,10429182,match
CEF_1012688_1748084545832::bib::1129997,991907869505151,71812315,71812315,match
CEF_1012688_1748084545832::bib::1131189,992879426905151,1044149337,1520929781,create
CEF_1012688_1748084545832::bib::1131929,991432572705151,13526555,13526555,match
CEF_1012688_1748084545832::bib::1135028,992107627605151,69599377,69599377,match
CEF_1012688_1748084545832::bib::1135907,992849272205151,2065370,2065370,match
CEF_1012688_1748084545832::bib::1137417,991698547005151,9637741,9637741,match
CEF_1012688_1748084545832::bib::1138828,992365964405151,9830623,9830623,match
CEF_1012688_1748084545832::bib::1139927,992883958605151,61748627,61748627,match
CEF_1012688_1748084545832::bib::1140943,992856298205151,74556631,74556631,match
CEF_1012688_1748084545832::bib::1142003,991949871905151,12050584,12050584,match
CEF_1012688_1748084545832::bib::1147097,992255999205151,31901362,31901362,match
CEF_1012688_1748084545832::bib::1148053,992437434505151,11160534,11160534,match
CEF_1012688_1748084545832::bib::1155289,992474812305151,69599393,317338616,match
CEF_1012688_1748084545832::bib::1157230,992242177405151,13124260,13124260,match
CEF_1012688_1748084545832::bib::1160725,991612915305151,75226050,75226050,match
CEF_1012688_1748084545832::bib::1162171,992479833705151,68786819,68786819,match
CEF_1012688_1748084545832::bib::1164739,991919033005151,61479586,61479586,match
CEF_1012688_1748084545832::bib::1165811,992367944805151,9219576,9219576,match
CEF_1012688_1748084545832::bib::1166994,992875745705151,7167761,7167761,match
CEF_1012688_1748084545832::bib::1167655,992887236605151,1044056952,1044056952,match
CEF_1012688_1748084545832::bib::1168742,992849241305151,10548215,10548215,match
CEF_1012688_1748084545832::bib::1170068,992512164905151,8195658,8195658,match
CEF_1012688_1748084545832::bib::1171375,991736589905151,9487557,9487557,match
CEF_1012688_1748084545832::bib::1172839,992116641705151,8744240,8744240,match
CEF_1012688_1748084545832::bib::1173875,992029633805151,56405040,56405040,match
CEF_1012688_1748084545832::bib::1178449,994509739605151,22748429,22748429,match
CEF_1012688_1748084545832::bib::1180938,992885882605151,71197417,71197417,match
CEF_1012688_1748084545832::bib::1183069,992860978905151,71196863,71196863,match
CEF_1012688_1748084545832::bib::1184409,992869108905151,69186598,69186598,match
CEF_1012688_1748084545832::bib::118505,993554900605151,1155069529,1155069529,match
CEF_1012688_1748084545832::bib::1185078,992885882705151,1044603014,1044603014,match
CEF_1012688_1748084545832::bib::1186177,992866551405151,56905186,56905186,match
CEF_1012688_1748084545832::bib::11865,994538320405151,1418887292,1418887292,match
CEF_1012688_1748084545832::bib::1187177,992872217405151,60826754,60826754,match
CEF_1012688_1748084545832::bib::1188413,992881927305151,69648151,69648151,match
CEF_1012688_1748084545832::bib::1189903,991735850405151,6535221,6535221,match
CEF_1012688_1748084545832::bib::1191046,992476383805151,62090807,62090807,match
CEF_1012688_1748084545832::bib::1192240,992011934305151,8282705,8282705,match
CEF_1012688_1748084545832::bib::1194537,991825852105151,7396453,7396453,match
CEF_1012688_1748084545832::bib::1195617,991873603305151,7576802,7576802,match
CEF_1012688_1748084545832::bib::1197961,994284001005151,1513449,1513449,match
CEF_1012688_1748084545832::bib::119897,994520478605151,1440772117,1440772117,match
CEF_1012688_1748084545832::bib::1199106,992146705905151,8533376,8533376,match
CEF_1012688_1748084545832::bib::1200779,992867589505151,1019258980,1019258980,match
CEF_1012688_1748084545832::bib::1202081,992363047605151,8098037,8098037,match
CEF_1012688_1748084545832::bib::1203051,992090637705151,6144023,6144023,match
CEF_1012688_1748084545832::bib::1204221,991575663605151,8411317,8411317,match
CEF_1012688_1748084545832::bib::1205516,991669641205151,10833741,10833741,match
CEF_1012688_1748084545832::bib::1208124,994282644705151,503316291,503316291,match
CEF_1012688_1748084545832::bib::1209173,991881365705151,503316285,809609497,match
CEF_1012688_1748084545832::bib::1211490,994282639505151,2516508,2516508,match
CEF_1012688_1748084545832::bib::1212314,992875065805151,1043989208,1043989208,match
CEF_1012688_1748084545832::bib::1214185,994279909405151,254564122,254564122,match
CEF_1012688_1748084545832::bib::1216296,994282643205151,503316271,503316271,match
CEF_1012688_1748084545832::bib::1219857,994282649205151,1127625,1127625,match
CEF_1012688_1748084545832::bib::1221860,994282639605151,129028,129028,match
CEF_1012688_1748084545832::bib::1224324,994282646605151,3736854,3736854,match
CEF_1012688_1748084545832::bib::1227584,994282646205151,2089737,2089737,match
CEF_1012688_1748084545832::bib::1230219,994282646405151,250957,250957,match
CEF_1012688_1748084545832::bib::1232365,994282649105151,362795,362795,match
CEF_1012688_1748084545832::bib::1233868,994279909505151,503316230,503316230,match
CEF_1012688_1748084545832::bib::1235761,994279904905151,3677320,3677320,match
CEF_1012688_1748084545832::bib::1236482,992867012505151,6071408,6071408,match
CEF_1012688_1748084545832::bib::1238181,994279903705151,4820849,4820849,match
CEF_1012688_1748084545832::bib::1239652,994279906605151,832017,832017,match
CEF_1012688_1748084545832::bib::1240365,992873652005151,220929703,220929703,match
CEF_1012688_1748084545832::bib::1242232,994282643805151,71368800,2616356,match
CEF_1012688_1748084545832::bib::1243543,991995658405151,1680455,1680455,match
CEF_1012688_1748084545832::bib::124365,993925379705151,1127137515,1127137515,match
CEF_1012688_1748084545832::bib::1244453,992887195005151,503316192,503316192,match
CEF_1012688_1748084545832::bib::1245233,992868564005151,1044026725,1044026725,match
CEF_1012688_1748084545832::bib::1246001,992862928105151,8071418,8071418,match
CEF_1012688_1748084545832::bib::1246687,992887196605151,503316178,503316178,match
CEF_1012688_1748084545832::bib::1247411,992887195105151,503316176,503316176,match
CEF_1012688_1748084545832::bib::1248098,992849067205151,503316171,503316171,match
CEF_1012688_1748084545832::bib::1248845,992875850805151,270699562,270699562,match
CEF_1012688_1748084545832::bib::1250256,994279905105151,6055956,6055956,match
CEF_1012688_1748084545832::bib::1250887,992868836805151,1044034088,1044034088,match
CEF_1012688_1748084545832::bib::1251688,992887255105151,1044002777,1044002777,match
CEF_1012688_1748084545832::bib::1252322,992861779005151,503316167,503316167,match
CEF_1012688_1748084545832::bib::1253032,992860398705151,503316164,978170258,match
CEF_1012688_1748084545832::bib::1253820,991640872805151,362393,362393,match
CEF_1012688_1748084545832::bib::1254523,992860398905151,213835035,213835035,match
CEF_1012688_1748084545832::bib::1255236,992864796505151,1044048628,1044048628,match
CEF_1012688_1748084545832::bib::1255897,992883348905151,1044053023,503316160,match
CEF_1012688_1748084545832::bib::1256641,992861777105151,503316154,503316154,match
CEF_1012688_1748084545832::bib::1257358,992855702505151,503316153,503316153,match
CEF_1012688_1748084545832::bib::1258014,992877736505151,1043989460,1043989460,match
CEF_1012688_1748084545832::bib::1258801,992864796605151,503316150,503316150,match
CEF_1012688_1748084545832::bib::1259420,992856884605151,1044002714,1044002714,match
CEF_1012688_1748084545832::bib::1260325,992868834105151,503316145,503316145,match
CEF_1012688_1748084545832::bib::1261618,992857311205151,503316142,503316142,match
CEF_1012688_1748084545832::bib::1262348,991710565605151,759761,759761,match
CEF_1012688_1748084545832::bib::1263148,991562165505151,10857762,10857762,match
CEF_1012688_1748084545832::bib::1264509,992849159105151,290954361,290954361,match
CEF_1012688_1748084545832::bib::1265757,992872696005151,290954347,290954347,match
CEF_1012688_1748084545832::bib::1267322,992329335705151,20856333,20856333,match
CEF_1012688_1748084545832::bib::1268621,992862924605151,290952002,1056481101,match
CEF_1012688_1748084545832::bib::1275930,993824080905151,61448232,61448232,match
CEF_1012688_1748084545832::bib::1277140,992858864605151,290951941,1056487622,match
CEF_1012688_1748084545832::bib::1278119,992849057505151,30914786,30914786,match
CEF_1012688_1748084545832::bib::1280090,994283760605151,4879870,4879870,match
CEF_1012688_1748084545832::bib::1282995,993963491905151,636012,636012,match
CEF_1012688_1748084545832::bib::1284841,992338352905151,56085939,56085939,match
CEF_1012688_1748084545832::bib::1285514,992862926005151,1044047348,1044047348,match
CEF_1012688_1748084545832::bib::128861,991477555105151,963914357,963914357,match
CEF_1012688_1748084545832::bib::1289485,994538618805151,5729849,5729849,match
CEF_1012688_1748084545832::bib::1290401,992871054405151,6488783,6488783,match
CEF_1012688_1748084545832::bib::1291493,992536385805151,5410481,5410481,match
CEF_1012688_1748084545832::bib::1293127,992415240305151,49623922,49623922,match
CEF_1012688_1748084545832::bib::1294132,992877684105151,974848053,974848053,match
CEF_1012688_1748084545832::bib::1296998,992412665105151,43414250,43414250,match
CEF_1012688_1748084545832::bib::1297671,992291036705151,62244791,62244791,match
CEF_1012688_1748084545832::bib::1299459,991485491505151,43413438,43413438,match
CEF_1012688_1748084545832::bib::1301651,992863794105151,313508449,313508449,match
CEF_1012688_1748084545832::bib::1303754,992872552005151,313508390,1056482146,match
CEF_1012688_1748084545832::bib::1306012,992870406705151,6402192,6402192,match
CEF_1012688_1748084545832::bib::1307876,992392885005151,55846028,55846028,match
CEF_1012688_1748084545832::bib::1309003,992142171505151,7459645,7459645,match
CEF_1012688_1748084545832::bib::1309906,991944227205151,7322391,7322391,match
CEF_1012688_1748084545832::bib::1310785,991796635905151,139841,139841,match
CEF_1012688_1748084545832::bib::1311765,992871951305151,16738964,16738964,match
CEF_1012688_1748084545832::bib::1313050,992871952305151,290937136,290937136,match
CEF_1012688_1748084545832::bib::1316290,994283054005151,399776,399776,match
CEF_1012688_1748084545832::bib::1317509,992859504405151,1044142766,1044142766,match
CEF_1012688_1748084545832::bib::1318319,991492805605151,503303304,429873,match
CEF_1012688_1748084545832::bib::1319970,992439746605151,64385588,64385588,match
CEF_1012688_1748084545832::bib::1321307,992439866605151,63127946,63127946,match
CEF_1012688_1748084545832::bib::1322600,992554519105151,64045655,64045655,match
CEF_1012688_1748084545832::bib::1324237,992866134205151,45277855,45277855,match
CEF_1012688_1748084545832::bib::1329449,994281349405151,1017307,1017307,match
CEF_1012688_1748084545832::bib::1332330,994279754605151,3948264,3948264,match
CEF_1012688_1748084545832::bib::1334789,994279759105151,1372415,1372415,match
CEF_1012688_1748084545832::bib::1337829,994280476205151,359199,359199,match
CEF_1012688_1748084545832::bib::1338693,992854104505151,1014353511,1014353511,match
CEF_1012688_1748084545832::bib::1340249,992877683605151,1044608341,1056445938,match
CEF_1012688_1748084545832::bib::1341455,991692577505151,26808207,26808207,match
CEF_1012688_1748084545832::bib::1342450,992873453305151,55025893,55025893,match
CEF_1012688_1748084545832::bib::1343993,992283272705151,53315341,53315341,match
CEF_1012688_1748084545832::bib::1345084,992883710805151,5673896,5673896,match
CEF_1012688_1748084545832::bib::1346768,992531487705151,6377588,6377588,match
CEF_1012688_1748084545832::bib::1348422,992867205805151,62141228,62141228,match
CEF_1012688_1748084545832::bib::134874,994538620105151,12595004,12595004,match
CEF_1012688_1748084545832::bib::1350831,991886117505151,39339842,39339842,match
CEF_1012688_1748084545832::bib::1353099,991862339805151,56876779,56876779,match
CEF_1012688_1748084545832::bib::1354244,991819957305151,6814816,6814816,match
CEF_1012688_1748084545832::bib::1355271,992080348305151,6817423,6817423,match
CEF_1012688_1748084545832::bib::1356300,992870311505151,57358293,57358293,match
CEF_1012688_1748084545832::bib::1358307,991434388205151,6603420,6603420,match
CEF_1012688_1748084545832::bib::1359070,992849314005151,52358935,52358935,match
CEF_1012688_1748084545832::bib::1360916,992866923505151,1044125493,1044125493,match
CEF_1012688_1748084545832::bib::1361940,992324446305151,4857751,4857751,match
CEF_1012688_1748084545832::bib::1363800,992881612805151,1044184791,1044184791,match
CEF_1012688_1748084545832::bib::136450,994538619905151,462054815,462054815,match
CEF_1012688_1748084545832::bib::1366152,992879349505151,1044112594,1044112594,match
CEF_1012688_1748084545832::bib::1367934,992854580605151,1044211921,1044211921,match
CEF_1012688_1748084545832::bib::1369385,992854584205151,1044151896,1044151896,match
CEF_1012688_1748084545832::bib::1371032,992876888505151,1044070846,1044070846,match
CEF_1012688_1748084545832::bib::1372534,992864156005151,1044177938,1044177938,match
CEF_1012688_1748084545832::bib::1374103,992878827405151,1044172322,1044172322,match
CEF_1012688_1748084545832::bib::1376276,992864075205151,1044105143,1044105143,match
CEF_1012688_1748084545832::bib::1377900,992848886705151,1044182377,1044182377,match
CEF_1012688_1748084545832::bib::1379269,992311570005151,6902228,6902228,match
CEF_1012688_1748084545832::bib::1380610,994283506505151,1007490396,1007490396,match
CEF_1012688_1748084545832::bib::138199,994538619705151,24914193,24914193,match
CEF_1012688_1748084545832::bib::1382141,992851505005151,1044170354,1044170354,match
CEF_1012688_1748084545832::bib::1383713,992851502705151,1044124204,1044124204,match
CEF_1012688_1748084545832::bib::1385539,992869331805151,243520558,243520558,match
CEF_1012688_1748084545832::bib::1386236,992851343005151,13675275,13675275,match
CEF_1012688_1748084545832::bib::1387765,991743895005151,5248725,5248725,match
CEF_1012688_1748084545832::bib::1389341,992882973405151,977573346,53613976,match
CEF_1012688_1748084545832::bib::1390786,991619794405151,228977063,228977063,match
CEF_1012688_1748084545832::bib::1392187,992413258305151,53615145,53615145,match
CEF_1012688_1748084545832::bib::1393986,991932631105151,53609933,53609933,match
CEF_1012688_1748084545832::bib::1395456,992413276605151,53609230,53609230,match
CEF_1012688_1748084545832::bib::1397217,992868701905151,1044172626,1007626419,match
CEF_1012688_1748084545832::bib::1398942,992094551905151,53607939,53607939,match
CEF_1012688_1748084545832::bib::1400061,991430441105151,4776002,4776002,match
CEF_1012688_1748084545832::bib::1401485,991760756405151,53567860,53567860,match
CEF_1012688_1748084545832::bib::1402219,992550961305151,5264162,5264162,match
CEF_1012688_1748084545832::bib::1403241,992060924705151,4498445,4498445,match
CEF_1012688_1748084545832::bib::1406309,994538623705151,6015348,6015348,match
CEF_1012688_1748084545832::bib::1407842,992865008805151,1044216849,1044216849,match
CEF_1012688_1748084545832::bib::1408840,992860475605151,1226845,1226845,match
CEF_1012688_1748084545832::bib::1410298,992871263505151,1044132509,1044132509,match
CEF_1012688_1748084545832::bib::1413736,994279723405151,1972902,1972902,match
CEF_1012688_1748084545832::bib::1415193,992877086505151,987701727,987701727,match
CEF_1012688_1748084545832::bib::1416783,992874913505151,1044115128,1044115128,match
CEF_1012688_1748084545832::bib::1417507,992877098705151,1043973959,330666,match
CEF_1012688_1748084545832::bib::1418888,992875216805151,1044215035,1044215035,match
CEF_1012688_1748084545832::bib::1420996,992857058105151,1044105413,1044105413,match
CEF_1012688_1748084545832::bib::1422607,992864463805151,1044115722,1044115722,match
CEF_1012688_1748084545832::bib::1423950,992871104805151,1044088961,1044088961,match
CEF_1012688_1748084545832::bib::1425159,992863704605151,1119737,1119737,match
CEF_1012688_1748084545832::bib::1426710,992862342805151,1044203824,1044203824,match
CEF_1012688_1748084545832::bib::1428192,992849117905151,1044161963,1044161963,match
CEF_1012688_1748084545832::bib::1429225,991822450405151,5779418,5779418,match
CEF_1012688_1748084545832::bib::1430012,992187341905151,3907449,3907449,match
CEF_1012688_1748084545832::bib::1430781,992463780505151,459413,459413,match
CEF_1012688_1748084545832::bib::1431660,992463854405151,196818,196818,match
CEF_1012688_1748084545832::bib::143494,994538517005151,1030484886,1030484886,match
CEF_1012688_1748084545832::bib::1435465,994282224105151,197712,197712,match
CEF_1012688_1748084545832::bib::1436834,992856846105151,1044560345,1044560345,match
CEF_1012688_1748084545832::bib::1438288,992860828005151,1044098676,1044098676,match
CEF_1012688_1748084545832::bib::1439071,992884603805151,1043968702,1043968702,match
CEF_1012688_1748084545832::bib::1440555,992867551805151,1044162232,1044162232,match
CEF_1012688_1748084545832::bib::1441989,992855351705151,1044087628,1044087628,match
CEF_1012688_1748084545832::bib::1443527,992875245605151,1044113643,1044113643,match
CEF_1012688_1748084545832::bib::1445023,992880888705151,1044138653,1044138653,match
CEF_1012688_1748084545832::bib::1446726,992857948705151,1044127471,1044127471,match
CEF_1012688_1748084545832::bib::1448696,992865321705151,1044142749,1044142749,match
CEF_1012688_1748084545832::bib::1450409,992885946505151,1044166993,1044166993,match
CEF_1012688_1748084545832::bib::1452157,992865321205151,1044100379,1044100379,match
CEF_1012688_1748084545832::bib::1453865,992856843505151,1044134564,1044134564,match
CEF_1012688_1748084545832::bib::1455587,992865320705151,1044115028,1044115028,match
CEF_1012688_1748084545832::bib::1457308,992851429605151,1044130403,1044130403,match
CEF_1012688_1748084545832::bib::1458984,992886540805151,1044179447,1044179447,match
CEF_1012688_1748084545832::bib::1460796,992857951505151,1044595749,1044595749,match
CEF_1012688_1748084545832::bib::1462611,992885948105151,1044115206,1044115206,match
CEF_1012688_1748084545832::bib::1464428,992885949505151,1044141363,1044141363,match
CEF_1012688_1748084545832::bib::1466238,992862342105151,1044114844,1044114844,match
CEF_1012688_1748084545832::bib::1468061,992857950705151,1044141362,1044141362,match
CEF_1012688_1748084545832::bib::1469810,991453831505151,11547223,11547223,match
CEF_1012688_1748084545832::bib::1471622,992851438605151,1044163953,1044163953,match
CEF_1012688_1748084545832::bib::1473435,992876376005151,1044101716,1044101716,match
CEF_1012688_1748084545832::bib::1475248,992887188905151,1044146503,1044146503,match
CEF_1012688_1748084545832::bib::1477012,992856847005151,1044102099,1044102099,match
CEF_1012688_1748084545832::bib::1478774,992873894405151,1044120222,1044120222,match
CEF_1012688_1748084545832::bib::1480540,992857948305151,1044275780,1044275780,match
CEF_1012688_1748084545832::bib::1482310,992857950805151,1044155909,1044155909,match
CEF_1012688_1748084545832::bib::1484159,992857949705151,1044212361,1044212361,match
CEF_1012688_1748084545832::bib::1486272,992857947505151,1044127943,1044127943,match
CEF_1012688_1748084545832::bib::1487768,992866119705151,1044133476,1044133476,match
CEF_1012688_1748084545832::bib::1489395,992866111905151,1044114184,1044114184,match
CEF_1012688_1748084545832::bib::1490480,992170462805151,2875706,2875706,match
CEF_1012688_1748084545832::bib::1492076,992859166205151,1044126566,1044126566,match
CEF_1012688_1748084545832::bib::1493855,992880217805151,1044071594,1044071594,match
CEF_1012688_1748084545832::bib::1495363,991701142605151,10893397,10893397,match
CEF_1012688_1748084545832::bib::149596,994538516605151,66527110,66527110,match
CEF_1012688_1748084545832::bib::1496795,992857618005151,1044595661,1044595661,match
CEF_1012688_1748084545832::bib::1498810,992881745405151,1044096615,1044096615,match
CEF_1012688_1748084545832::bib::1500295,991531083105151,2481623,2481623,match
CEF_1012688_1748084545832::bib::1501303,991513460605151,1500017,1500017,match
CEF_1012688_1748084545832::bib::1502601,991543350905151,10096996,10096996,match
CEF_1012688_1748084545832::bib::1503751,992435787405151,123335,123335,match
CEF_1012688_1748084545832::bib::1504507,991512407505151,98727,98727,match
CEF_1012688_1748084545832::bib::150744,992233077705151,226663676,226663676,match
CEF_1012688_1748084545832::bib::1507530,994281885305151,3104235,3104235,match
CEF_1012688_1748084545832::bib::1508969,992851578605151,1044081933,1044081933,match
CEF_1012688_1748084545832::bib::1510465,992883689505151,1044178852,1044178852,match
CEF_1012688_1748084545832::bib::1512322,994280073305151,959283,959283,match
CEF_1012688_1748084545832::bib::1513796,992860615005151,987699372,987699372,match
CEF_1012688_1748084545832::bib::1515286,992281809405151,9585791,9585791,match
CEF_1012688_1748084545832::bib::1517289,994282836105151,123173612,123173612,match
CEF_1012688_1748084545832::bib::1518868,992860341305151,1044075491,1044075491,match
CEF_1012688_1748084545832::bib::1520701,992857924005151,1044170945,1044170945,match
CEF_1012688_1748084545832::bib::1521925,992274232205151,1744328,1744328,match
CEF_1012688_1748084545832::bib::1523213,992429649805151,9348449,9348449,match
CEF_1012688_1748084545832::bib::1525032,992863347005151,1044580997,1044580997,match
CEF_1012688_1748084545832::bib::1526161,991933889405151,3145591,3145591,match
CEF_1012688_1748084545832::bib::1528919,992222356405151,9137060,9137060,match
CEF_1012688_1748084545832::bib::1530265,992851292105151,1044187833,1044187833,match
CEF_1012688_1748084545832::bib::1531112,992851152405151,221177257,221177257,match
CEF_1012688_1748084545832::bib::1532686,992873315505151,1044161051,1044161051,match
CEF_1012688_1748084545832::bib::153325,994538514105151,29311201,29311201,match
CEF_1012688_1748084545832::bib::1533589,992883459505151,1000553683,1000553683,match
CEF_1012688_1748084545832::bib::1535473,992884630105151,1044168379,1044168379,match
CEF_1012688_1748084545832::bib::1537408,992875596405151,1044158950,1044158950,match
CEF_1012688_1748084545832::bib::1538792,992851272305151,1044128718,1044128718,match
CEF_1012688_1748084545832::bib::1540484,991792496305151,1002692951,1002692951,match
CEF_1012688_1748084545832::bib::1541852,992876668905151,858691,858691,match
CEF_1012688_1748084545832::bib::1543156,992851150705151,1044071310,1044071310,match
CEF_1012688_1748084545832::bib::1546131,992862096505151,469540945,469540945,match
CEF_1012688_1748084545832::bib::1548696,992861018805151,549574038,549574038,match
CEF_1012688_1748084545832::bib::1549751,992475035405151,538522,538522,match
CEF_1012688_1748084545832::bib::1551183,992870897705151,1044155464,1044155464,match
CEF_1012688_1748084545832::bib::1552788,992878398105151,1044164512,1044164512,match
CEF_1012688_1748084545832::bib::1554153,992861734605151,1044131234,1044131234,match
CEF_1012688_1748084545832::bib::1555435,992877652405151,1044060885,1044060885,match
CEF_1012688_1748084545832::bib::1558014,992857759505151,234153957,234153957,match
CEF_1012688_1748084545832::bib::1559329,992868984605151,1044088463,1044088463,match
CEF_1012688_1748084545832::bib::1560548,992441312605151,586280,586280,match
CEF_1012688_1748084545832::bib::1561247,992456924005151,882346,882346,match
CEF_1012688_1748084545832::bib::1562011,991844728105151,4835,4835,match
CEF_1012688_1748084545832::bib::1562917,992457144505151,2283894,2283894,match
CEF_1012688_1748084545832::bib::1564393,992854870005151,1044580744,1044580744,match
CEF_1012688_1748084545832::bib::1565886,992886879105151,1044176484,1044176484,match
CEF_1012688_1748084545832::bib::1566641,992089040505151,58463,58463,match
CEF_1012688_1748084545832::bib::1567998,992870421805151,1044097624,1044097624,match
CEF_1012688_1748084545832::bib::1569533,992863464805151,1044118385,1044118385,match
CEF_1012688_1748084545832::bib::1571011,992860382805151,1044139134,1044139134,match
CEF_1012688_1748084545832::bib::1572228,992863469805151,1044609856,1044609856,match
